Date,Close,Sentiment,RSI,EMA_Fast,EMA_Slow,Buy_Signal,Sell_Signal
2024-04-09,176.8800048828125,46.644805037200136,55.14433445543582,172.40885241158966,177.84445036267385,False,False
2024-04-10,171.75999450683594,36.1208041346689,46.4428971646554,172.29087824708898,177.45190482358754,False,False
2024-04-11,174.60000610351562,42.560100009124874,51.62349284073253,172.71071967553019,177.26791135777646,False,False
2024-04-12,171.0500030517578,38.81316392581753,50.195105607100786,172.40877119848065,176.86675598319462,False,False
2024-04-15,161.47999572753906,24.805617503107925,41.309429259798144,170.4217211128549,175.87406177315233,True,False
2024-04-16,157.11000061035156,16.454451727164948,33.80593563621993,168.00140829421792,174.6634771820039,True,False
2024-04-17,155.4499969482422,14.083493480251772,30.644657973669027,165.71933350404052,173.4238978120838,True,False
2024-04-18,149.92999267578125,13.600000000000001,29.941059824786777,162.84854426253884,171.9081619968385,True,False
2024-04-19,147.0500030517578,13.600000000000001,28.905209307193743,159.97608222421502,170.3044098068333,True,False
2024-04-22,142.0500030517578,14.010739036465296,30.547652048620392,156.71679510195005,168.48154485489295,True,False
2024-04-23,144.67999267578125,14.726286789838973,31.501715719785295,154.52828556991935,166.94596084333736,True,False
2024-04-24,162.1300048828125,35.269953805687784,44.300589839604605,155.91041635408172,166.63525400717447,False,False
2024-04-25,170.17999267578125,49.036877729189584,53.27461988366077,158.5048847762089,166.86394682450396,False,False
2024-04-26,168.2899932861328,42.435599802293794,46.84938802906037,160.28399541437688,166.9559498220284,False,False
2024-04-29,194.0500030517578,65.28682908052865,58.915772107371524,166.42326953026432,168.7039532562045,False,False
2024-04-30,183.27999877929688,59.894472264310906,55.65038369246765,169.4881293937248,169.64434328995242,False,True
2024-05-01,179.99000549316406,54.098023663854846,52.63209269546756,171.39756141180465,170.31180536757898,False,False
2024-05-02,180.00999450683594,54.95998591756839,54.531657284398186,172.96345833817395,170.93749498946653,False,False
2024-05-03,181.19000244140625,60.1536804462032,60.89311914017799,174.45919362967072,171.59894708314008,False,False
2024-05-06,184.75999450683594,65.87249827192356,65.41764200188817,176.33206651642803,172.44804691692693,False,False
2024-05-07,177.80999755859375,56.78437045746469,61.77338153714984,176.60078125136724,172.79397921638932,False,False
2024-05-08,174.72000122070312,55.20970901341758,63.39566467525632,176.25882124579192,172.9182387005386,False,False
2024-05-09,171.97000122070312,52.94387403570546,63.48485061163153,175.47903578668485,172.85706208893632,False,False
2024-05-10,168.47000122070312,50.932155431139286,64.53245565339947,174.20466586559726,172.57402590388904,False,False
2024-05-13,171.88999938964844,54.172200531134514,64.8380469612639,173.78381741542475,172.5298951610348,False,False
2024-05-14,177.5500030517578,54.91249286269702,59.6495633865354,174.46857844021258,172.85377308946855,False,False
2024-05-15,173.99000549316406,46.416651001934866,52.526199047403026,174.38156517711283,172.927078405836,False,False
2024-05-16,174.83999633789062,48.45388570543069,54.40366063311374,174.46491629725423,173.05049246596857,False,False
2024-05-17,177.4600067138672,35.0259378060408,33.80831284133474,175.00947819118386,173.33497725615558,False,False
2024-05-20,174.9499969482422,37.637036077459456,40.30718576631852,174.9986634197399,173.4391720749999,True,False
2024-05-21,186.60000610351562,59.02506948078433,56.43873015250168,177.10799845315367,174.28825814135575,True,False
2024-05-22,180.11000061035156,48.341992070091415,50.086510442763455,177.65381702718963,174.66385442967808,False,False
2024-05-23,173.74000549316406,38.42231327571736,44.08636585287273,176.94221493009405,174.60425127248365,False,False
2024-05-24,179.24000549316406,44.130670251159856,45.748623019143054,177.3599950324704,174.90333218994692,True,False
2024-05-28,176.75,44.42309040015978,49.123389701153975,177.24908684474852,175.02247204866003,False,False
2024-05-29,176.19000244140625,45.487233467215574,51.268773202279355,177.0565260441408,175.09779659012753,False,False
2024-05-30,178.7899932861328,50.981155654550534,55.90168778856151,177.37170190632116,175.3360028285795,False,False
2024-05-31,178.0800018310547,52.34728980983855,58.73795203707172,177.50048371081814,175.5130350222876,False,False
2024-06-03,176.2899932861328,47.31319906173835,54.12293158539801,177.28039454269353,175.56316136189054,False,False
2024-06-04,174.77000427246094,40.84782707766449,47.175946047998536,176.82395994810577,175.51198993676604,False,False
2024-06-05,175.0,44.01592355482528,51.10045164553191,176.492330866632,175.47895832794242,False,False
2024-06-06,177.94000244140625,47.989095274469165,53.23051833439447,176.7555438802273,175.63773536752075,False,False
2024-06-07,177.47999572753906,45.08720454646517,50.0218125387131,176.88726239792032,175.75659087461872,False,False
2024-06-10,173.7899932861328,41.10321595353329,48.76595355094747,176.3241225594135,175.62971361084544,False,False
2024-06-11,170.66000366210938,24.62209710659203,29.287928102833504,175.29428275990364,175.3090871625399,True,False
2024-06-12,177.2899932861328,42.44619267022438,46.349029118158136,175.657139219218,175.43688755761042,True,False
2024-06-13,182.47000122070312,57.95722681887382,61.66176996352645,176.8958414013062,175.89063682619707,False,False
2024-06-14,178.00999450683594,44.02194400205116,48.30995943567195,177.0984146932207,176.0273695797867,False,False
2024-06-17,187.44000244140625,61.91151558839779,62.33557091412606,178.97870337470897,176.76366847408474,False,False
2024-06-18,184.86000061035156,57.17751811769577,59.55898557800204,180.0480301448258,177.28601248287615,False,False
2024-06-20,181.57000732421875,49.249868013100276,53.01912949987688,180.32475326835177,177.56239924683373,False,False
2024-06-21,183.00999450683594,51.8494266701874,55.27046593312231,180.81297894807616,177.91385700554358,False,False
2024-06-24,182.5800018310547,52.46837272441053,56.9258007760784,181.13425583589043,178.21489860718947,False,False
2024-06-25,187.35000610351562,60.463903874861685,62.92643323995973,182.2643922481859,178.804260381146,False,False
2024-06-26,196.3699951171875,71.24755921746313,68.59878322738498,184.8290473152771,179.93753358992288,False,False
2024-06-27,197.4199981689453,70.29655719828716,67.53059929215235,187.11831110685313,181.06543453050497,False,False
2024-06-28,197.8800048828125,70.32230309148953,68.35854540521079,189.0749827024821,182.15024552097643,False,False
2024-07-01,209.86000061035156,73.6,78.24590533763877,192.85407686754925,183.93797165577485,False,False
2024-07-02,231.25999450683594,73.6,86.89722705072545,199.83697098378317,186.99100538810137,False,False
2024-07-03,246.38999938964844,73.6,88.12624686977594,208.30115796666774,190.8231985494915,False,False
2024-07-05,251.52000427246094,73.6,88.11969145468989,216.1591300222665,194.73912149936052,False,False
2024-07-08,252.94000244140625,73.6,92.80248031636759,222.846561371201,198.49401704400864,False,False
2024-07-09,262.3299865722656,73.6,92.79918768580798,230.02536595321274,202.612466690993,False,False
2024-07-10,263.260009765625,73.6,95.66637140974426,236.0680284645604,206.52521140548538,False,False
2024-07-11,241.02999877929688,73.6,78.37373169870023,236.97020488542157,208.75132671992483,False,False
2024-07-12,248.22999572753906,73.6,79.500631526638,239.01743958398836,211.29833762364188,False,False
2024-07-15,252.63999938964844,73.6,80.58853720308522,241.4942686395629,213.96554160854555,False,False
2024-07-16,256.55999755859375,73.6,80.44338140202575,244.23349207938668,216.7135710246777,False,False
2024-07-17,248.5,73.6,73.12571853435509,245.00922079222545,218.7643083779243,False,False
2024-07-18,249.22999572753906,73.6,73.04919957553989,245.7766344168279,220.72983659402848,False,False
2024-07-19,239.1999969482422,67.9838011204931,66.93997613593584,244.5808821498123,221.92145984268745,False,False
2024-07-22,251.50999450683594,71.37189191253043,67.02918921670724,245.84072076018023,223.8303975629551,False,False
2024-07-23,246.3800048828125,62.99344295822101,57.13073465698022,245.93877241884064,225.2852109384298,False,False
2024-07-24,215.99000549316406,28.395142047340535,37.46702085980157,240.4935420687176,224.6855202645417,False,False
2024-07-25,220.25,31.087753542978675,37.015195048553515,236.81289805622347,224.39935766682936,True,False
2024-07-26,219.8000030517578,30.315292606104848,36.12692441980121,233.71964441904788,224.1026251110183,False,False
2024-07-29,232.10000610351562,39.33066259259704,37.64610585994839,233.42516472531474,224.6185851750504,True,False
2024-07-30,222.6199951171875,30.708253932360225,34.47669345172943,231.46058843292795,224.48964388099475,False,False
2024-07-31,232.07000732421875,45.48342382872873,46.20725032785987,231.5713918677081,224.9786995870092,True,False
2024-08-01,216.86000061035156,29.197744297554358,37.5644200813544,228.8965934572796,224.4549125562571,False,False
2024-08-02,207.6699981689453,20.173753891696325,32.8240776248182,225.03721249576427,223.37201485384992,True,False
2024-08-05,198.8800048828125,13.600000000000001,28.75976093889315,220.28135656613665,221.79188517829914,True,False
2024-08-06,200.63999938964844,16.27362961136378,31.518380371643687,216.71020071586605,220.42724738548299,True,False
2024-08-07,191.75999450683594,13.600000000000001,29.121558097147144,212.17379958695147,218.57774719976382,True,False
2024-08-08,198.83999633789062,19.616753495439703,35.01633567249303,209.74947172348584,217.30434391835266,True,False
2024-08-09,200.0,17.368151196257116,29.150818160291507,207.97684050103385,216.18793463329766,True,False
2024-08-12,197.49000549316406,16.395506839779404,29.782486254661336,206.0701432268757,214.9816166242568,True,False
2024-08-13,207.8300018310547,35.888056024984834,45.954787637205776,206.3901175185446,214.52022212146957,False,False
2024-08-14,201.3800048828125,28.103771986061307,40.84425435989651,205.4791879484115,213.67246617058848,False,False
2024-08-15,214.13999938964844,42.06710075236341,47.546808736343344,207.05388093772729,213.70262960407624,False,False
2024-08-16,216.1199951171875,39.48117311019293,42.39336934198075,208.70226533399276,213.85858866943826,False,False
2024-08-19,222.72000122070312,49.43559282362325,50.048945820247994,211.2509445861219,214.43029270500375,False,False
2024-08-20,221.10000610351562,43.59487964080732,44.185305426552205,213.04168304382983,214.86059679523035,False,False
2024-08-21,223.27000427246094,52.03524671769801,53.9426776938931,214.90137781267185,215.40313921311622,False,False
2024-08-22,210.66000366210938,41.82936441063066,51.76484850275229,214.13021887620593,215.09713046789,False,False
2024-08-23,220.32000732421875,56.39663173836817,62.52629458132822,215.25563495766278,215.4340902650725,False,False
2024-08-26,213.2100067138672,47.3343180730587,56.911914844774145,214.88370254969993,215.29060100370444,False,False
2024-08-27,209.2100067138672,47.23413879983584,60.13946233729571,213.85212148863943,214.8983045979085,False,False
2024-08-28,205.75,40.75353985342066,54.19143775087318,212.379008490705,214.30809139804344,False,False
2024-08-29,206.27999877929688,41.20968122226366,53.83863063353457,211.27009763408532,213.79014993876947,False,False
2024-08-30,214.11000061035156,50.96383976382446,59.538565225371904,211.78644362977008,213.81078546596834,False,False
2024-09-03,210.60000610351562,42.78449334665281,51.72499969117531,211.5707277159056,213.60363841032623,False,False
2024-09-04,219.41000366210938,55.58827708256973,60.90744108334641,212.99605061521538,213.9782426201187,False,False
2024-09-05,230.1699981689453,61.62014112829176,59.938003715084996,216.11858653407535,215.02287201036557,False,False
2024-09-06,210.72999572753906,38.73469537897959,47.2530836020198,215.13884275106875,214.74591225018324,False,False
2024-09-09,216.27000427246094,42.10316911496845,46.67697231044787,215.34450848223096,214.84424076774957,True,False
2024-09-10,226.1699981689453,52.77722903514995,52.40671792333288,217.31277933436084,215.57493479363316,False,False
2024-09-11,228.1300048828125,53.4755187641768,52.3116438977551,219.27954761589749,216.3849393155157,False,False
2024-09-12,229.80999755859375,59.89546649325416,60.16561917407169,221.1941748782059,217.25107210539173,False,False
2024-09-13,230.2899932861328,56.387367516976155,55.864008120311276,222.8479600432835,218.09229282672987,False,False
2024-09-16,226.77999877929688,55.42618578138878,58.334353272599316,223.5628761771041,218.65278998496,False,False
2024-09-17,227.8699951171875,58.413197360353124,61.885345242318365,224.34598871166472,219.2474483805876,False,False
2024-09-18,227.1999969482422,59.30232493684029,64.16589862122659,224.86489930013335,219.7605160301137,False,False
2024-09-19,243.9199981689453,73.6,70.47878571225769,228.3294627308264,221.31919229713512,False,False
2024-09-20,238.25,64.36936490077878,63.44996998061109,230.13319677976705,222.4115024715135,False,False
2024-09-23,250.0,73.6,70.1061450043107,233.7453428198094,224.19140553786747,False,False
2024-09-24,254.27000427246094,72.59026329416464,68.65368439221952,237.4770994475642,226.131960294938,False,False
2024-09-25,257.0199890136719,70.38596421444186,65.71461895258915,241.0303520959474,228.12473634130797,False,False
2024-09-26,254.22000122070312,73.6,81.61072033102208,243.42847011863023,229.808301817398,False,False
2024-09-27,260.4599914550781,73.6,81.79595805355754,246.52511036162073,231.7858301811193,False,False
2024-09-30,261.6300048828125,73.6,79.18040464946327,249.27145482001922,233.71126080703502,False,False
2024-10-01,258.0199890136719,73.09791639063863,73.9464805261485,250.86209740068333,235.2795658526245,False,False
2024-10-02,249.02000427246094,62.095072756895135,63.77457070000304,250.52717137737014,236.16604575067848,False,False
2024-10-03,240.66000366210938,51.277534151878925,56.680849357099646,248.73314088368636,236.4559785191579,False,False
2024-10-04,250.0800018310547,62.116676531096445,63.9487609994583,248.97802469229876,237.33494776508672,False,False
2024-10-07,240.8300018310547,50.96551534030577,57.06806822983856,247.49656599025437,237.56043512418145,False,False
2024-10-08,244.5,54.54339337967681,59.13604096860135,246.9517358102081,238.0081489871375,False,False
2024-10-09,241.0500030517578,44.06989964982107,48.23731970031961,245.87869349048987,238.20439763646786,False,False
2024-10-10,238.77000427246094,44.183077267553706,50.333250735314685,244.58620454175733,238.2408883871771,False,False
2024-10-11,217.8000030517578,17.6522845134725,31.545159224739947,239.71598608903014,236.92212159134363,True,False
2024-10-14,219.16000366210938,18.028846283709772,29.1829642157481,235.9785347386809,235.77617849913497,True,False
2024-10-15,219.57000732421875,18.91190830294754,27.161857452111335,232.9951661178696,234.73061906849523,True,False
2024-10-16,221.3300018310547,20.559461035398808,29.684990346153043,230.8742271566305,233.86606311769262,True,False
2024-10-17,220.88999938964844,20.786227687712557,23.67266317714548,229.0589130171792,233.02889771588332,True,False
2024-10-18,220.6999969482422,21.150500742827592,22.407975633665615,227.5391100955543,232.23348476313228,True,False
2024-10-21,218.85000610351562,20.483113699810282,22.95263262149507,225.9592730060927,231.370034527028,True,False
2024-10-22,217.97000122070312,20.44259324951776,25.85160499740229,224.50667813602186,230.5055162492006,True,False
2024-10-23,213.64999389648438,18.290391585891133,27.58505413641079,222.53273554701502,229.4180631941867,True,False
2024-10-24,260.4800109863281,62.59344939343747,55.32459919124996,229.43224017234465,231.42205982593777,False,False
2024-10-25,269.19000244140625,69.5503697412212,64.60049298829495,236.66092422126493,233.85870128500025,False,False
2024-10-28,262.510009765625,65.34498485245622,58.993313136608286,241.36075795660312,235.7071727998793,False,False
2024-10-29,259.5199890136719,64.63375923650815,59.265566693075215,244.6624363306156,237.2434835233498,False,False
2024-10-30,257.54998779296875,62.63259633929695,59.45047183828269,247.00562750558888,238.55358057300265,False,False
2024-10-31,249.85000610351562,64.18525302258669,68.61424017568254,247.52278725066645,239.28238222013252,False,False
2024-11-01,248.97999572753906,62.33581063117241,67.41821531750307,247.78773424646147,239.90803470448134,False,False
2024-11-04,242.83999633789062,54.86818854851597,62.739507642257735,246.8881455358122,240.09719351954,False,False
2024-11-05,251.44000244140625,61.710784370791075,65.33563808283016,247.71575588228384,240.8289876435314,False,False
2024-11-06,288.5299987792969,73.6,75.08529448880745,255.13652731810438,243.90647223293564,False,False
2024-11-07,296.9100036621094,73.6,76.64498754575315,262.7317048351962,247.32605490578558,False,False
2024-11-08,321.2200012207031,73.6,80.93309224690998,273.365940541652,252.09340628094157,False,False
2024-11-11,350.0,73.6,84.1392101350478,287.29940589771525,258.40996071442925,False,False
2024-11-12,328.489990234375,73.6,77.27013227229108,294.78860304983516,262.93125294152253,False,False
2024-11-13,330.239990234375,73.6,71.07806823079387,301.2343098106606,267.2737521217066,False,False
2024-11-14,311.17999267578125,67.55538008726052,61.94050678301402,303.04261578613705,270.10641280261467,False,False
2024-11-15,320.7200012207031,70.81598453712567,66.28797938283422,306.25668586514905,273.3718056037817,False,False
2024-11-18,338.739990234375,73.6,70.44703714678606,312.1627412050083,277.58910783801355,False,False
2024-11-19,346.0,73.6,72.22250335829821,318.3149700768249,282.0027137839482,False,False
2024-11-20,342.0299987792969,73.6,73.6020019578255,322.62679347727436,285.87544184816426,False,False
2024-11-21,339.6400146484375,73.6,73.03354103532588,325.7201064174858,289.34412396431094,False,False
2024-11-22,352.55999755859375,73.6,76.9476393696871,330.60008662495994,293.42256742200664,False,False
2024-11-25,338.5899963378906,73.6,70.85427172374892,332.05279748185643,296.33659509399916,False,False
2024-11-26,338.2300109863281,69.421918330113,64.42922444015066,333.1759272099422,299.0393961193107,False,False
2024-11-27,332.8900146484375,66.57523769821864,60.633650264291525,333.1239431078504,301.22330699215763,False,False
2024-11-29,345.1600036621094,64.31306068832171,57.61741425109561,335.3123177540793,304.0579325837674,False,False
2024-12-02,357.0899963378906,60.49518114013402,52.526908186845354,339.2718956784086,307.47935605177537,False,False
2024-12-03,351.4200134277344,65.50941276000957,59.21255034667942,341.4806443601042,310.314237172805,False,False
2024-12-04,357.92999267578125,66.6363431311187,60.71512417482493,344.47143496295456,313.3862213988035,False,False
2024-12-05,369.489990234375,73.6,73.95450066320812,349.02026319412187,317.0058193881952,False,False
2024-12-06,389.2200012207031,73.6,75.9666606202176,356.32930647168206,321.66479886126024,False,False
2024-12-09,389.7900085449219,73.6,72.30233888267456,362.41307048499834,326.059973679561,False,False
2024-12-10,400.989990234375,73.6,73.22410682064236,369.4270558939759,330.8941682960006,False,False
2024-12-11,424.7699890136719,73.6,79.93489725372493,379.4894073702842,336.950672858431,False,False
2024-12-12,418.1000061035156,73.6,77.53370740670852,386.5095162308717,342.1861137129526,False,False
2024-12-13,436.2300109863281,73.6,78.3262454842987,395.5496061864092,348.25346192413815,False,False
2024-12-16,463.0199890136719,73.6,88.76084970914071,407.81694851863875,355.65775399443066,False,False
2024-12-17,479.8599853515625,73.6,90.01075073216194,420.9156824882612,363.6708011787618,False,False
2024-12-18,440.1300048828125,73.6,75.36665003488056,424.4091956509069,368.60365303063605,False,False
2024-12-19,436.1700134277344,73.6,72.40854414524134,426.54752615578457,372.96277305625534,False,False
2024-12-20,421.05999755859375,70.23091447572554,65.50788596763405,425.54979368356805,376.0658197983417,False,False
2024-12-23,430.6000061035156,72.73121386275801,68.84161848367734,426.4680141235585,379.58415439867554,False,False
2024-12-24,462.2799987792969,73.6,72.17476930228491,432.9792840609654,384.91937016516727,False,False
2024-12-26,454.1300048828125,72.28812022570484,68.25082696760646,436.8248696649376,389.3845724050154,False,False
2024-12-27,431.6600036621094,65.38331147683424,59.04441530244565,435.8858031189688,392.11201958289246,False,False
2024-12-30,417.4100036621094,56.78706399839217,55.56182103592152,432.5265668540852,393.7441475880033,False,False
2024-12-31,403.8399963378906,47.61837595470345,50.56847780843158,427.31082676023163,394.39549266864117,False,False
2025-01-02,379.2799987792969,31.42455266956076,40.95446429351641,418.5779489455162,393.42029951448995,False,False
2025-01-03,410.44000244140625,48.61259292084621,48.612016300374215,417.0983223084053,394.5183448646136,True,False
2025-01-06,411.04998779296875,45.81019430893538,45.12808067638927,415.9986251237804,395.5849024728946,False,False
2025-01-07,394.3599853515625,32.796729364947076,36.17509462084621,412.06432698337716,395.5058755618409,False,False
2025-01-08,394.94000244140625,29.676472337218087,31.703011332507998,408.95081343029153,395.4693676185871,False,False
2025-01-10,394.739990234375,34.500336063694704,38.21222465549839,406.36702739467034,395.4223110131541,True,False
2025-01-13,403.30999755859375,40.14485141095166,41.66581912835909,405.81120378811096,395.9311940160857,True,False
2025-01-14,396.3599853515625,38.85064432225418,43.46491512794998,404.0928004360112,395.9588579732133,False,False
2025-01-15,428.2200012207031,54.550753253140996,49.436818662368495,408.4795642150461,398.04022205369654,True,False
2025-01-16,413.82000732421875,39.78241554078603,37.51160216614664,409.4505538712593,399.0582727163109,False,False
2025-01-17,426.5,47.988373393507075,43.042055379515304,412.5504531673939,400.82870673461343,True,False
2025-01-21,424.07000732421875,50.111570855317964,47.87407018511417,414.64491755954384,402.32814548232994,False,False
2025-01-22,415.1099853515625,47.55096048611176,49.33609932920196,414.72947533991083,403.15278031260306,False,False
2025-01-23,412.3800048828125,48.77914757020814,52.6296362492668,414.30229889316564,403.74808512358436,False,False
2025-01-24,406.5799865722656,51.711961219342186,59.50423935359366,412.89824210754745,403.9307884428541,False,False
2025-01-27,397.1499938964844,37.153119307409206,44.548361793278225,410.0349242509905,403.4933178269593,False,False
2025-01-28,398.0899963378906,37.7428346121892,44.69809161610994,407.8631191758814,403.1447164405678,True,False
2025-01-29,389.1000061035156,36.97804641603349,47.70346797534398,404.4516440718149,402.2386060962419,False,False
2025-01-30,400.2799987792969,44.516979253622196,52.133949506004114,403.6931631095389,402.11224433385837,True,False
2025-01-31,404.6000061035156,47.32875270812896,53.81461400724498,403.8580436538983,402.27274509319113,False,False
2025-02-03,383.67999267578125,31.89600528286382,43.0680128682897,400.18930711242245,401.0732126791647,False,False
2025-02-04,392.2099914550781,39.40762456575169,48.550676291380285,398.73852244745075,400.50139195503016,False,False
2025-02-05,378.1700134277344,20.774493385248707,30.035900462279926,394.998793534775,399.06065785649497,True,False
2025-02-06,374.32000732421875,21.962577847838915,32.79616541805099,391.23901422376474,397.46448685441266,True,False
2025-02-07,361.6199951171875,15.871246611606455,21.747082065754455,385.85373802256885,395.15193900039816,True,False
2025-02-10,350.7300109863281,13.600000000000001,20.254705927930686,379.4676058341614,392.28600816078074,True,False
2025-02-11,328.5,13.600000000000001,18.286344527955265,370.2007684097684,388.17078182782717,True,False
