Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,433.0,2024-01-12,218.88999938964844,9.477936973571778,2024-04-30,183.27999877929688,7.936023947143555,-15436.544225202942,-0.16286818817476958,Long,Closed,0
1,0,459.0,2024-05-20,174.9499969482422,8.030204859924316,2025-03-10,222.14999389648438,0.0,21656.768394383238,0.26969135622509327,Long,Open,1
